Date,Open,High,Low,Close,Adj Close,Volume
2017-06-01,38.29249954223633,38.33250045776367,38.05500030517578,38.29499816894531,36.25257873535156,65616400
2017-06-02,38.39500045776367,38.86249923706055,38.22249984741211,38.86249923706055,36.7898063659668,111082800
2017-06-05,38.584999084472656,38.61249923706055,38.3650016784668,38.48249816894531,36.430076599121094,101326800
2017-06-06,38.474998474121094,38.95249938964844,38.44499969482422,38.61249923706055,36.55314254760742,106499600
2017-06-07,38.755001068115234,38.994998931884766,38.619998931884766,38.842498779296875,36.770877838134766,84278400
2017-06-08,38.8125,38.8849983215332,38.599998474121094,38.747501373291016,36.680946350097656,85003200
2017-06-09,38.79750061035156,38.79750061035156,36.505001068115234,37.244998931884766,35.25858688354492,259530800
2017-06-12,36.435001373291016,36.522499084472656,35.627498626708984,36.35499954223633,34.416046142578125,289229200
2017-06-13,36.790000915527344,36.86249923706055,36.287498474121094,36.647499084472656,34.69294357299805,136661600
2017-06-14,36.875,36.875,35.959999084472656,36.290000915527344,34.35451126098633,126124800
2017-06-15,35.83000183105469,36.119998931884766,35.5525016784668,36.0724983215332,34.148616790771484,128661600
2017-06-16,35.94499969482422,36.125,35.54999923706055,35.567501068115234,33.67055130004883,201444400
2017-06-19,35.915000915527344,36.685001373291016,35.915000915527344,36.584999084472656,34.6337776184082,130165600
2017-06-20,36.717498779296875,36.717498779296875,36.23500061035156,36.252498626708984,34.31901931762695,99600400
2017-06-21,36.380001068115234,36.51750183105469,36.15250015258789,36.467498779296875,34.522544860839844,85063200
2017-06-22,36.442501068115234,36.67499923706055,36.279998779296875,36.407501220703125,34.46574783325195,76425200
2017-06-23,36.282501220703125,36.790000915527344,36.27750015258789,36.56999969482422,34.61956787109375,141757600
2017-06-26,36.79249954223633,37.06999969482422,36.345001220703125,36.45500183105469,34.510711669921875,102769600
2017-06-27,36.252498626708984,36.540000915527344,35.904998779296875,35.932498931884766,34.016082763671875,99047600
2017-06-28,36.122501373291016,36.52750015258789,35.790000915527344,36.45750045776367,34.513084411621094,88329600
2017-06-29,36.1775016784668,36.282501220703125,35.56999969482422,35.91999816894531,34.00425338745117,125997600
2017-06-30,36.11249923706055,36.2400016784668,35.94499969482422,36.005001068115234,34.08470916748047,92096400
2017-07-03,36.220001220703125,36.32500076293945,35.775001525878906,35.875,33.96165084838867,57111200
2017-07-05,35.92250061035156,36.1974983215332,35.68000030517578,36.022499084472656,34.101287841796875,86278400
2017-07-06,35.755001068115234,35.875,35.602500915527344,35.682498931884766,33.77941131591797,96515200
2017-07-07,35.724998474121094,36.1875,35.724998474121094,36.04499816894531,34.12257766723633,76806800
2017-07-10,36.02750015258789,36.48749923706055,35.842498779296875,36.26499938964844,34.33084487915039,84362400
2017-07-11,36.182498931884766,36.462501525878906,36.095001220703125,36.38249969482422,34.442081451416016,79127200
2017-07-12,36.467498779296875,36.54499816894531,36.20500183105469,36.435001373291016,34.491790771484375,99538000
2017-07-13,36.375,37.122501373291016,36.36000061035156,36.942501068115234,34.97221755981445,100797600
2017-07-14,36.99250030517578,37.33250045776367,36.83250045776367,37.2599983215332,35.27277755737305,80528400
2017-07-17,37.20500183105469,37.724998474121094,37.14250183105469,37.38999938964844,35.39584732055664,95174000
